Mo 24 Nov 2014 18:02:11 CET
T: 10000000
seed: 56234
100;1;0,90;10;0,005309
100;1;0,90;20;0,005413
100;1;0,90;30;0,005482
100;1;0,90;40;0,005650
100;1;0,90;50;0,005683
100;1;0,90;60;0,005746
100;1;0,90;70;0,005791
100;1;0,90;80;0,005873
100;1;0,90;90;0,005911
100;1;0,90;100;0,006075
100;1;0,91;10;0,005245
100;1;0,91;20;0,005377
100;1;0,91;30;0,005526
100;1;0,91;40;0,005528
100;1;0,91;50;0,005652
100;1;0,91;60;0,005639
100;1;0,91;70;0,005820
100;1;0,91;80;0,005754
100;1;0,91;90;0,005872
100;1;0,91;100;0,005842
100;1;0,92;10;0,005278
100;1;0,92;20;0,005296
100;1;0,92;30;0,005438
100;1;0,92;40;0,005528
100;1;0,92;50;0,005659
100;1;0,92;60;0,005627
100;1;0,92;70;0,005717
100;1;0,92;80;0,005787
100;1;0,92;90;0,005801
100;1;0,92;100;0,005850
100;1;0,93;10;0,005212
100;1;0,93;20;0,005312
100;1;0,93;30;0,005435
100;1;0,93;40;0,005482
100;1;0,93;50;0,005584
100;1;0,93;60;0,005597
100;1;0,93;70;0,005677
100;1;0,93;80;0,005710
100;1;0,93;90;0,005716
100;1;0,93;100;0,005773
100;1;0,94;10;0,005156
100;1;0,94;20;0,005343
100;1;0,94;30;0,005419
100;1;0,94;40;0,005481
100;1;0,94;50;0,005533
100;1;0,94;60;0,005608
100;1;0,94;70;0,005623
100;1;0,94;80;0,005645
100;1;0,94;90;0,005682
100;1;0,94;100;0,005853
100;1;0,95;10;0,005164
100;1;0,95;20;0,005228
100;1;0,95;30;0,005281
100;1;0,95;40;0,005354
100;1;0,95;50;0,005495
100;1;0,95;60;0,005529
100;1;0,95;70;0,005471
100;1;0,95;80;0,005566
100;1;0,95;90;0,005634
100;1;0,95;100;0,005701
100;1;0,96;10;0,005142
100;1;0,96;20;0,005245
100;1;0,96;30;0,005268
100;1;0,96;40;0,005362
100;1;0,96;50;0,005364
100;1;0,96;60;0,005457
100;1;0,96;70;0,005471
100;1;0,96;80;0,005543
100;1;0,96;90;0,005583
100;1;0,96;100;0,005601
100;1;0,97;10;0,005118
100;1;0,97;20;0,005179
100;1;0,97;30;0,005263
100;1;0,97;40;0,005252
100;1;0,97;50;0,005321
100;1;0,97;60;0,005320
100;1;0,97;70;0,005451
100;1;0,97;80;0,005377
100;1;0,97;90;0,005400
100;1;0,97;100;0,005453
100;1;0,98;10;0,005065
100;1;0,98;20;0,005138
100;1;0,98;30;0,005154
100;1;0,98;40;0,005230
100;1;0,98;50;0,005309
100;1;0,98;60;0,005296
100;1;0,98;70;0,005387
100;1;0,98;80;0,005353
100;1;0,98;90;0,005356
100;1;0,98;100;0,005421
100;1;0,99;10;0,005042
100;1;0,99;20;0,005082
100;1;0,99;30;0,005107
100;1;0,99;40;0,005124
100;1;0,99;50;0,005180
100;1;0,99;60;0,005170
100;1;0,99;70;0,005160
100;1;0,99;80;0,005197
100;1;0,99;90;0,005224
100;1;0,99;100;0,005196
100;1;0,100;10;0,005874
100;1;0,100;20;0,006182
100;1;0,100;30;0,006465
100;1;0,100;40;0,006633
100;1;0,100;50;0,006962
100;1;0,100;60;0,006928
100;1;0,100;70;0,007063
100;1;0,100;80;0,007408
100;1;0,100;90;0,007504
100;1;0,100;100;0,007565
100;51;0,90;10;0,203535
100;51;0,90;20;0,203582
100;51;0,90;30;0,203706
100;51;0,90;40;0,203590
100;51;0,90;50;0,203906
100;51;0,90;60;0,203998
100;51;0,90;70;0,203798
100;51;0,90;80;0,204240
100;51;0,90;90;0,203824
100;51;0,90;100;0,204311
100;51;0,91;10;0,202741
100;51;0,91;20;0,203069
100;51;0,91;30;0,203051
100;51;0,91;40;0,202985
100;51;0,91;50;0,203416
100;51;0,91;60;0,203145
100;51;0,91;70;0,203103
100;51;0,91;80;0,203553
100;51;0,91;90;0,203598
100;51;0,91;100;0,203529
100;51;0,92;10;0,202388
100;51;0,92;20;0,202381
100;51;0,92;30;0,202367
100;51;0,92;40;0,202737
100;51;0,92;50;0,202471
100;51;0,92;60;0,202435
100;51;0,92;70;0,202698
100;51;0,92;80;0,202575
100;51;0,92;90;0,202876
100;51;0,92;100;0,202925
100;51;0,93;10;0,201960
100;51;0,93;20;0,202002
100;51;0,93;30;0,202341
